instrument_token,primary_interval_min,alttf_multiplier,effective_alttf_min,total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,gross_profit,gross_loss,average_pnl_per_trade,average_profit_per_winning_trade,average_loss_per_losing_trade,profit_factor,max_drawdown_absolute,max_drawdown_percentage,sharpe_ratio_per_trade,info
288265,1,60,60,668,521.0,146.0,77.9940119760479,23937.39999999995,27793.599999999973,3856.2000000000226,35.83443113772448,53.346641074855995,26.41232876712344,7.2075099839219465,469.6999999999971,0.39738976600790143,0.5328766325649846,
288521,1,60,60,598,424.0,170.0,70.90301003344482,9470.199999999997,11578.150000000001,2107.950000000006,15.836454849498322,27.306957547169816,12.399705882352977,5.492611304822205,137.34999999999127,0.13407154842632243,0.469074299202843,
288777,1,60,60,487,371.0,115.0,76.18069815195072,28909.799999999977,33198.99999999997,4289.19999999999,59.36303901437367,89.48517520215626,37.29739130434774,7.740138021076203,601.1999999999971,0.48213525289244835,0.6486553267585781,
289033,1,60,60,616,445.0,166.0,72.24025974025975,10500.099999999991,12180.449999999992,1680.3500000000013,17.045616883116868,27.37179775280897,10.122590361445791,7.248757699288828,297.70000000001164,0.27904605056574233,0.5244260709468431,
289289,1,60,60,1388,771.0,591.0,55.54755043227666,6945.7499999999745,10439.799999999987,3494.050000000012,5.004142651296812,13.540596627756143,5.912098138747905,2.9878793949714373,301.3000000000029,0.2890310648439735,0.22757652259787,
289545,1,60,60,1174,694.0,465.0,59.11413969335605,8332.899999999978,11241.74999999999,2908.850000000013,7.09787052810901,16.198487031700274,6.25559139784949,3.86467160561732,294.3000000000029,0.2795939190460203,0.3017848589608846,
289801,1,60,60,793,521.0,261.0,65.69987389659521,2608.1500000000133,3119.8500000000054,511.6999999999921,3.288965952080723,5.988195777351258,1.9605363984674027,6.097029509478315,35.80000000000291,0.035480375041442073,0.4533416652026647,
290057,1,60,60,720,469.0,248.0,65.13888888888889,22314.400000000038,27948.90000000004,5634.500000000004,30.992222222222274,59.59253731343293,22.719758064516142,4.960315910906029,928.6000000000058,0.8138753208917798,0.42638923603596596,
290313,1,60,60,1102,649.0,441.0,58.8929219600726,6168.250000000062,8695.250000000015,2526.9999999999527,5.597323049001871,13.397919876733459,5.730158730158623,3.4409378709933427,175.10000000000582,0.16931427717743694,0.3003365631616072,
290569,1,60,60,624,428.0,189.0,68.58974358974359,12089.000000000007,16221.20000000001,4132.200000000003,19.37339743589745,37.90000000000002,21.863492063492078,3.9255602342577802,809.3000000000029,0.7593998367285685,0.30719268465457344,
290825,1,60,60,723,455.0,262.0,62.93222683264177,8882.00000000001,12467.09999999999,3585.0999999999804,12.284923928077468,27.400219780219757,13.683587786259467,3.477476221025929,337.40000000000873,0.31956083589690015,0.3020708619417895,
291081,1,60,60,720,466.0,247.0,64.72222222222223,6648.949999999988,8980.10000000001,2331.1500000000215,9.234652777777761,19.270600858369118,9.437854251012233,3.852218861935065,292.3000000000029,0.2777330408727478,0.3604473421025014,
291337,1,60,60,804,519.0,284.0,64.55223880597015,6469.599999999984,8109.799999999989,1640.2000000000053,8.046766169154209,15.62581888246626,5.7753521126760745,4.944397024753057,165.40000000000873,0.16066894232432663,0.3690359665248272,
291593,1,60,60,1112,653.0,450.0,58.723021582733814,2652.249999999996,3608.8999999999974,956.6500000000015,2.3851169064748166,5.526646248085754,2.125888888888892,3.7724350598442395,63.70000000001164,0.06247722695270673,0.32457168323412466,
265225,1,60,60,0,,,,,,,,,,,,,,No completed trades found to calculate metrics.
