instrument_token,primary_interval_min,alttf_multiplier,effective_alttf_min,total_trades,winning_trades,losing_trades,win_rate_pct,total_pnl,gross_profit,gross_loss,average_pnl_per_trade,average_profit_per_winning_trade,average_loss_per_losing_trade,profit_factor,max_drawdown_absolute,max_drawdown_percentage,sharpe_ratio_per_trade,info
256265,1,30,30,1618,1191.0,421.0,73.60939431396785,26404.69999999994,31349.29999999999,4944.600000000051,16.3193448702101,26.321830394626353,11.744893111639076,6.340108401083943,262.8999999999942,0.2618168636351356,0.43409805065398466,
256777,1,30,30,1198,868.0,330.0,72.45409015025042,44473.200000000026,57262.39999999999,12789.199999999957,37.122871452420725,65.97050691244237,38.75515151515138,4.477402808619787,1368.9999999999854,1.1380829661650886,0.41351486096648965,
257033,1,30,30,1002,800.0,199.0,79.84031936127745,5517.450000000004,6770.049999999997,1252.599999999993,5.506437125748508,8.462562499999997,6.29447236180901,5.404798020118182,95.10000000000582,0.09200112607057079,0.5091907790222033,
257289,1,30,30,1044,824.0,217.0,78.9272030651341,11333.899999999994,13223.750000000004,1889.8500000000085,10.85622605363984,16.04824029126214,8.708986175115246,6.997248458872368,116.65000000000873,0.10655765783254391,0.43215225230680615,
257545,1,30,30,1229,953.0,272.0,77.54271765663141,11069.200000000012,12833.500000000005,1764.2999999999947,9.00667209113101,13.466421825813228,6.48639705882351,7.273989684294079,106.30000000000291,0.09906867985159538,0.4987471585814998,
257801,1,30,30,1290,1015.0,274.0,78.68217054263566,32167.60000000005,36544.300000000054,4376.700000000006,24.93612403100779,36.004236453202026,15.9733576642336,8.349738387369479,222.0,0.21135228331868777,0.4983430797224388,
258825,1,30,30,1508,1095.0,412.0,72.61273209549071,26669.50000000005,31440.450000000048,4770.949999999995,17.685344827586242,28.71273972602744,11.579975728155329,6.589976838994347,234.59999999999127,0.1928570547784661,0.4450906279172499,
259081,1,30,30,1437,1005.0,256.0,69.93736951983298,283.8499999999996,332.2,48.350000000000364,0.19752957550452305,0.33054726368159204,0.18886718750000142,6.870734229575956,2.75,0.002749749772770678,0.46848318901787367,
259337,1,30,30,1452,1065.0,385.0,73.34710743801654,37586.84999999996,44653.749999999985,7066.900000000025,25.886260330578487,41.92840375586853,18.35558441558448,6.318718249869083,409.3000000000029,0.33533636662678334,0.4430442855758092,
259593,1,30,30,1531,1004.0,300.0,65.57805355976485,236.6499999999999,281.8499999999996,45.19999999999973,0.15457217504898751,0.28072709163346576,0.15066666666666578,6.235619469026577,2.6000000000058208,0.0025998167129275595,0.37102393633373126,
259849,1,30,30,1058,832.0,225.0,78.63894139886578,52686.39999999998,64186.1,11499.700000000008,49.79810964083174,77.1467548076923,51.109777777777815,5.581545605537531,2262.399999999994,1.5032737933078235,0.39027857974082353,
260105,1,30,30,1317,996.0,318.0,75.62642369020502,69873.29999999983,80230.39999999989,10357.100000000064,53.05489749430511,80.55261044176696,32.56949685534612,7.746415502408917,550.4000000000233,0.3445933466688102,0.58467202989403,
260617,1,30,30,1343,1014.0,323.0,75.50260610573343,23222.699999999975,27387.399999999976,4164.700000000001,17.291660461653,27.009270216962502,12.893808049535606,6.57607990971738,305.5,0.26508926262666577,0.5240086717487422,
260873,1,30,30,1440,1010.0,423.0,70.13888888888889,15364.449999999972,19379.649999999994,4015.2000000000207,10.669756944444424,19.187772277227715,9.492198581560332,4.826571528192841,190.90000000000873,0.16944947560758267,0.42279154428057114,
261129,1,30,30,1114,859.0,222.0,77.10951526032316,1458.4999999999982,1687.5499999999981,229.05,1.3092459605026914,1.9645518044237464,1.0317567567567567,7.367605326347951,13.099999999991269,0.01309186340688389,0.5580604335934537,
261385,1,30,30,1460,1055.0,394.0,72.26027397260275,9894.850000000013,11761.200000000006,1866.3499999999922,6.7772945205479544,11.148056872037921,4.736928934010132,6.301711897554079,129.95000000001164,0.11983027348874994,0.4889849301880101,
261641,1,30,30,1129,905.0,224.0,80.15943312666076,54952.40000000004,62655.50000000002,7703.099999999988,48.6735163861825,69.2325966850829,34.38883928571423,8.133803274006585,610.0,0.4316942868445764,0.5924823360092075,
261897,1,30,30,1060,873.0,186.0,82.35849056603773,70806.60000000015,79031.90000000014,8225.299999999988,66.79867924528317,90.52909507445607,44.22204301075263,9.608391183300336,462.69999999998254,0.3413674322042083,0.6963254584630547,
262153,1,30,30,1306,940.0,363.0,71.97549770290965,24252.899999999936,30581.899999999947,6329.000000000011,18.570367534456306,32.53393617021271,17.43526170798901,4.83202717648916,791.5,0.6851947719162773,0.46865303980986106,
262409,1,30,30,1161,888.0,271.0,76.48578811369508,23516.399999999994,27450.999999999993,3934.5999999999985,20.255297157622735,30.913288288288282,14.518819188191877,6.976821023738119,224.1999999999971,0.22232292752292107,0.5896515370452597,
262665,1,30,30,963,791.0,172.0,82.13914849428868,13306.74999999999,15751.299999999996,2444.5500000000034,13.818016614745577,19.913147914032866,14.21250000000002,6.443435397107842,359.3000000000029,0.3338434364410626,0.38339268293830975,
262921,1,30,30,866,731.0,135.0,84.41108545034642,10540.45,12026.650000000003,1486.200000000002,12.171420323325636,16.452325581395353,11.008888888888904,8.092215045081407,153.3000000000029,0.14334792683177974,0.6826159013154048,
263177,1,30,30,1447,1053.0,394.0,72.77125086385625,32733.80000000002,39351.200000000026,6617.400000000005,22.621838286109206,37.37056030389366,16.79543147208123,5.946625562909904,316.8999999999942,0.2634284940019885,0.3918745498045435,
263433,1,30,30,1301,967.0,332.0,74.32744043043813,29701.999999999953,34536.999999999985,4835.000000000029,22.830130668716336,35.7156153050672,14.56325301204828,7.143123061013398,348.20000000001164,0.2857042050703157,0.4057366191802021,
263689,1,30,30,893,766.0,126.0,85.77827547592385,15312.250000000004,16808.150000000016,1495.9000000000106,17.146976483762604,21.942754569190623,11.872222222222305,11.236145464268933,145.64999999999418,0.1326993405576144,0.7250924547213079,
263945,1,30,30,973,816.0,152.0,83.86433710174718,4133.549999999996,4639.949999999994,506.3999999999987,4.248252826310376,5.686213235294111,3.3315789473684125,9.162618483412334,60.40000000000873,0.05903106949834218,0.6906405083564137,
264457,1,30,30,1354,985.0,359.0,72.74741506646973,11973.099999999962,14332.449999999977,2359.350000000015,8.842762186115186,14.550710659898455,6.572005571030682,6.074745162862604,147.90000000000873,0.1341732694914196,0.47978197715815285,
264713,1,30,30,0,,,,,,,,,,,,,,No completed trades found to calculate metrics.
264969,1,30,30,755,665.0,76.0,88.0794701986755,90.15,104.74000000000001,14.590000000000007,0.11940397350993379,0.15750375939849626,0.1919736842105264,7.178889650445508,2.360000000000582,0.002358771551776417,0.5929836149987903,
265737,1,30,30,901,740.0,160.0,82.1309655937847,17373.100000000002,19986.6,2613.4999999999964,19.282019977802445,27.008918918918916,16.334374999999977,7.647445953701943,191.50000000001455,0.1665692475767128,0.6552480497396185,
